iter	RMSE
158	13808.23472
159	13796.02587
160	13776.58727
161	13751.90993
162	13727.75846
163	13707.82952
164	13698.25156
165	13686.21107
166	13665.82475
167	13644.82332
168	13630.8871
169	13607.75355
170	13581.50323
171	13578.21584
172	13566.85074
173	13558.93234
174	13558.2364
175	13551.5797
176	13527.97153
177	13524.95849
178	13503.64876
179	13481.99263
180	13468.02167
181	13456.04499
182	13439.0627
183	13434.1588
184	13416.45668
185	13408.64589
186	13400.65237
187	13388.39845
188	13371.38536
189	13361.66984
190	13342.2886
191	13327.80291
192	13322.85357
193	13312.65793
194	13307.7799
195	13299.40208
196	13276.10426
197	13264.19431
198	13244.87413
199	13225.03349
200	13220.87424
201	13208.69176
202	13188.03297
203	13174.41513
204	13165.3329
205	13147.47735
206	13129.8706
207	13119.32883
208	13114.65315
209	13109.9942
210	13103.71916
211	13100.56351
212	13092.38445
213	13085.64958
214	13060.72331
215	13051.78004
216	13017.50807
217	12994.31579
218	12988.05247
219	12982.12589
220	12980.00209
221	12976.29265
222	12953.67037
223	12946.55182
224	12939.52222
225	12934.9285
226	12920.06781
227	12887.89145
228	12884.94984
229	12868.54248
230	12840.49687
231	12818.03327
232	12808.91279
233	12806.15066
234	12799.63023
235	12796.3062
236	12772.80704
237	12767.05458
238	12759.50618
239	12756.35272
240	12748.32579
241	12742.78546
242	12735.69459
243	12713.93188
244	12710.86131
245	12705.53309
246	12702.69997
247	12680.90274
248	12678.68162
249	12676.86092
250	12660.38259
251	12642.21067
252	12617.69394
253	12614.05701
254	12611.99235
255	12610.21913
256	12608.60989
257	12605.17706
258	12578.21577
259	12576.97688
260	12554.71261
261	12532.70099
262	12511.65662
263	12496.1757
264	12473.64561
265	12472.18139
266	12453.85508
267	12451.32098
268	12438.02231
269	12419.9103
270	12405.95047
271	12377.46099
272	12376.10845
273	12364.73366
274	12363.0907
275	12356.43177
276	12354.09956
277	12352.85526
278	12350.13174
279	12346.0168
280	12317.65997
281	12294.42057
282	12277.95732
283	12276.53933
284	12250.70137
285	12227.4154
286	12225.80391
287	12224.71348
288	12203.36729
289	12199.89604
290	12179.74137
291	12164.75539
292	12162.96207
293	12145.84602
294	12139.79744
295	12138.76034
296	12122.88346
297	12102.8137
298	12091.64538
299	12086.32208
300	12065.63763
301	12045.01195
302	12025.47455
303	12023.8129
304	12008.57443
305	11999.83673
306	11998.89529
307	11996.56704
308	11987.89595
309	11964.06776
310	11945.27125
311	11930.00562
312	11929.33365
313	11915.77764
314	11897.6205
315	11892.84946
316	11878.47304
317	11865.0422
318	11847.6459
319	11838.86118
320	11819.19929
321	11816.91747
322	11814.8493
323	11791.80308
324	11783.17336
325	11781.82467
326	11767.48605
327	11759.07706
328	11754.84557
329	11743.3832
330	11742.0553
331	11737.67596
332	11727.3666
333	11706.30438
334	11689.1767
335	11685.26275
336	11684.51916
337	11683.14241
338	11671.75314
339	11662.81726
340	11655.88136
341	11642.69812
342	11640.85127
343	11629.10687
344	11615.77929
345	11601.01672
346	11587.93802
347	11584.67353
348	11578.68859
349	11559.07007
350	11555.33887
351	11554.15043
352	11545.78525
353	11530.57846
354	11518.28449
355	11505.28319
356	11504.09318
357	11495.30432
358	11486.30708
359	11484.42921
360	11474.04849
361	11472.36307
362	11454.37795
363	11452.79851
364	11451.75475
365	11444.31465
366	11435.86836
367	11426.48639
368	11412.88475
369	11405.69224
370	11393.50346
371	11377.90362
372	11367.75416
373	11357.67172
374	11348.27116
375	11338.23229
376	11336.71184
377	11335.92305
378	11316.99428
379	11310.37807
380	11308.92747
381	11299.56991
382	11284.47995
383	11265.52228
384	11264.55077
385	11249.09708
386	11248.07025
387	11242.64716
388	11239.74839
389	11220.94312
390	11212.33564
391	11203.81464
392	11192.2142
393	11174.81249
394	11168.15845
395	11161.90187
396	11140.45217
397	11139.21159
398	11129.92634
399	11113.81659
400	11108.65056
401	11105.93164
402	11104.83577
403	11104.21201
404	11103.60223
405	11102.76334
406	11102.15412
407	11090.99587
408	11084.41687
409	11073.59621
410	11053.5012
411	11042.54021
412	11029.09647
413	11021.85508
414	11016.03791
415	11008.73983
416	10998.9321
417	10993.15112
418	10992.38711
419	10991.90183
420	10982.80868
421	10961.50458
422	10950.43741
423	10943.76114
424	10924.63054
425	10909.04891
426	10901.35117
427	10897.69308
428	10884.38342
429	10866.79256
430	10858.94956
431	10850.85435
432	10835.05816
433	10825.68432
434	10819.28703
435	10810.63342
436	10809.71349
437	10809.142
438	10801.49598
439	10795.33615
440	10786.5795
441	10785.6955
442	10774.67257
443	10764.14018
444	10757.00743
445	10753.95072
446	10747.25807
447	10746.79193
448	10738.29011
449	10732.90461
450	10727.77142
451	10715.62545
452	10704.29207
453	10703.81054
454	10695.08177
455	10694.53941
456	10688.66603
457	10681.57007
458	10667.02475
459	10661.12624
460	10658.89485
461	10658.50874
462	10656.50463
463	10656.04495
464	10652.48663
465	10631.68823
466	10618.37117
467	10617.56036
468	10609.923
469	10604.24645
470	10599.68113
471	10590.33158
472	10580.41331
473	10566.8464
474	10559.32692
475	10545.96687
476	10540.68258
477	10534.86125
478	10534.06369
479	10530.7881
480	10523.52388
481	10523.12784
482	10517.75742
483	10510.56942
484	10505.54333
485	10502.30727
486	10489.62409
487	10482.71303
488	10476.04451
489	10462.31025
490	10457.08328
491	10448.11859
492	10433.80382
493	10427.61508
494	10412.44161
495	10411.68324
496	10406.46034
497	10400.25367
498	10399.67092
499	10392.51273
500	10386.37256
501	10383.34994
502	10374.49126
503	10371.58897
504	10366.80957
505	10360.02206
506	10359.19857
507	10355.93292
508	10352.22619
509	10345.74876
510	10339.77629
511	10332.79681
512	10319.9755
513	10316.13188
514	10300.70864
515	10288.75833
516	10278.56717
517	10273.04697
518	10271.57032
519	10264.6309
520	10258.5952
521	10242.89994
522	10237.70212
523	10224.05716
524	10218.11193
525	10209.02514
526	10206.10423
527	10193.17469
528	10188.32104
529	10184.06806
530	10179.36098
531	10171.93895
532	10161.08206
533	10152.13276
534	10147.21699
535	10137.64087
536	10134.65962
537	10126.47327
538	10119.50205
539	10113.28869
540	10106.85795
541	10098.61055
542	10093.18413
543	10084.53113
544	10075.81427
545	10071.53026
546	10057.42402
547	10053.46088
548	10043.85381
549	10038.6777
550	10037.97662
551	10024.62109
552	10020.96843
553	10018.29172
554	10017.91775
555	10012.50874
556	10010.77973
557	10005.35556
558	10000.53982
559	9988.665119
560	9981.961336
561	9974.125403
562	9969.532863
563	9965.422688
564	9961.887264
565	9955.245316
566	9954.856225
567	9940.467317
568	9932.116805
569	9924.965015
570	9918.72583
571	9914.86512
572	9914.514728
573	9906.739579
574	9903.773606
575	9893.62096
576	9890.999248
577	9885.213372
578	9880.602698
579	9872.964277
580	9870.573838
581	9862.079214
582	9850.558561
583	9838.746893
584	9832.996986
585	9821.183172
586	9818.842267
587	9813.601194
588	9800.114904
589	9794.469956
590	9791.869209
591	9783.83119
592	9771.214193
593	9761.521133
594	9754.382406
595	9748.891218
596	9737.655581
597	9735.708434
598	9733.053175
599	9721.251719
600	9717.790855
601	9709.386716
602	9706.677402
603	9702.61114
604	9695.70279
605	9686.288094
606	9676.136391
607	9669.783117
608	9666.430734
609	9662.983205
610	9650.663198
611	9648.606424
612	9644.676047
613	9641.302163
614	9631.586693
615	9629.6052
616	9619.158266
617	9614.71004
618	9604.061783
619	9602.346165
620	9590.397893
621	9589.411169
622	9582.88158
623	9580.050095
624	9578.196297
625	9573.026031
626	9564.958954
627	9561.202445
628	9555.358281
629	9546.34156
630	9537.698515
631	9536.086924
632	9529.882813
633	9526.423684
634	9520.217887
635	9513.129388
636	9503.249476
637	9502.900647
638	9490.307526
639	9483.078536
640	9473.129574
641	9469.390276
642	9461.358865
643	9458.236301
644	9454.429358
645	9452.134776
646	9440.960841
647	9439.0468
648	9432.301294
649	9423.583914
650	9421.067649
651	9410.398376
652	9402.933537
653	9397.995062
654	9393.204535
655	9390.390407
656	9388.208501
657	9378.14325
658	9373.508187
659	9371.409069
660	9370.566209
661	9366.209439
662	9361.95872
663	9353.75301
664	9350.230889
665	9349.456836
666	9342.786682
667	9331.615402
668	9328.853331
669	9327.309421
670	9321.059722
671	9310.635991
672	9300.034767
673	9295.528553
674	9293.52351
675	9291.563666
676	9283.120989
677	9277.568183
678	9274.953655
679	9271.398074
680	9262.384518
681	9258.39214
682	9250.817149
683	9247.887172
684	9242.062971
685	9233.12703
686	9226.24708
687	9222.581462
688	9214.374132
689	9204.738856
690	9199.236422
691	9192.662597
692	9189.939799
693	9188.030502
694	9179.253954
695	9176.448937
696	9168.535891
697	9168.117254
698	9157.482135
699	9156.098593
700	9152.102102
701	9150.234978
702	9148.321294
703	9146.542116
704	9144.50259
705	9140.013777
706	9135.093913
707	9127.317927
708	9118.350794
709	9111.688558
710	9106.336085
711	9101.632421
712	9101.487719
713	9096.607482
714	9089.735196
715	9087.803222
716	9087.095904
717	9082.178269
718	9076.41434
719	9072.742821
720	9069.027591
721	9062.00995
722	9052.73364
723	9052.315767
724	9043.921419
725	9041.539162
726	9038.671914
727	9032.019437
728	9029.71451
729	9020.119635
730	9018.602514
731	9016.767058
732	9009.579437
733	9008.228673
734	9007.14083
735	9006.026677
736	9002.432927
737	8995.170845
738	8994.016997
739	8986.698215
740	8976.955867
741	8975.003577
742	8972.576801
743	8970.349933
744	8962.752409
745	8959.047657
746	8948.570138
747	8940.918835
748	8940.332652
749	8933.376804
750	8930.342952
751	8925.750465
752	8924.446119
753	8922.384531
754	8919.654609
755	8915.006671
756	8908.336773
757	8900.541709
758	8894.392546
759	8889.612442
760	8883.388287
761	8879.349061
762	8873.090247
763	8869.561886
764	8863.90289
765	8860.920691
766	8858.898477
767	8851.337131
768	8850.734996
769	8848.924749
770	8847.718899
771	8847.138055
772	8836.786867
773	8835.217311
774	8830.133115
775	8823.276214
776	8819.393826
777	8811.343118
778	8809.377221
779	8805.3993
780	8803.216861
781	8796.660267
782	8794.331303
783	8790.929655
784	8788.071016
785	8784.079933
786	8777.90039
787	8773.916612
788	8773.34549
789	8765.492327
790	8763.108187
791	8762.555162
792	8753.647556
793	8750.834088
794	8748.869112
795	8744.436429
796	8737.300823
797	8736.764449
798	8733.510347
799	8731.700263
800	8726.540759
801	8720.758507
802	8718.994029
803	8714.176191
804	8713.673334
805	8705.430298
806	8694.996002
807	8690.573964
808	8686.72661
809	8684.663593
810	8682.736994
811	8681.8578
812	8672.970489
813	8668.942943
814	8663.340869
815	8662.500719
816	8658.555424
817	8653.892909
818	8645.364967
819	8643.220359
820	8641.722583
821	8631.865314
822	8623.889289
823	8620.514492
824	8615.286004
825	8610.45472
826	8603.153509
827	8593.316531
828	8589.148059
829	8586.865988
830	8581.875351
831	8573.113544
832	8567.338993
833	8565.905431
834	8563.927178
835	8562.312442
836	8555.269181
837	8551.648538
838	8549.865083
839	8544.544134
840	8540.711698
841	8538.23403
842	8537.178085
843	8530.857846
844	8525.780723
845	8520.92875
846	8515.281827
847	8512.479655
848	8504.268118
849	8494.94092
850	8489.88913
851	8487.117573
852	8482.31882
853	8477.031734
854	8470.585862
855	8468.575311
856	8462.878882
857	8459.848459
858	8453.971772
859	8448.754889
860	8445.754769
861	8441.629866
862	8435.539336
863	8429.253095
864	8428.475518
865	8422.459216
866	8414.779798
867	8413.145608
868	8406.268137
869	8400.063544
870	8398.538894
871	8397.228769
872	8395.803863
873	8394.347031
874	8392.733728
875	8391.617595
876	8390.345956
877	8388.666636
878	8385.485818
879	8379.66116
880	8374.798927
881	8374.002469
882	8371.283735
883	8370.068029
884	8368.93104
885	8368.82776
886	8364.080373
887	8362.925904
888	8361.983529
889	8356.370976
890	8348.75047
891	8342.884435
892	8340.368084
893	8334.240415
894	8328.950752
895	8327.867245
896	8326.496319
897	8322.854122
898	8320.259178
899	8316.408665
900	8307.758904
901	8304.049719
902	8300.198375
903	8294.725572
904	8291.638985
905	8287.13549
906	8282.928101
907	8278.337155
908	8270.276259
909	8268.113254
910	8260.349136
911	8258.304337
912	8254.796209
913	8252.909404
914	8252.080345
915	8247.184237
916	8241.4678
917	8240.555607
918	8237.235175
919	8235.366203
920	8233.415209
921	8228.288779
922	8223.379315
923	8217.691469
924	8216.271697
925	8213.125212
926	8206.941386
927	8203.421152
928	8201.040147
929	8200.336089
930	8196.336203
931	8191.017687
932	8189.960554
933	8186.013527
934	8182.765425
935	8175.984768
936	8174.787486
937	8172.150853
938	8167.736159
939	8166.711339
940	8161.637614
941	8159.399518
942	8156.383529
943	8156.288813
944	8151.027721
945	8143.81608
946	8137.428515
947	8129.894576
948	8126.723324
949	8125.433963
950	8120.595364
951	8116.021
952	8111.698899
953	8107.249106
954	8106.24945
955	8102.826199
956	8097.259265
957	8093.673575
958	8086.14983
959	8084.813342
960	8084.343823
961	8080.370857
962	8076.515544
963	8071.781309
964	8067.059533
965	8061.611429
966	8060.772509
967	8057.798924
968	8055.285972
969	8050.64727
970	8046.494176
971	8044.806043
972	8042.543113
973	8038.503572
974	8035.503914
975	8031.569858
976	8027.293599
977	8023.313915
978	8019.757595
979	8016.791519
980	8015.091744
981	8009.810745
982	8005.727154
983	8001.605387
984	8001.167575
985	7998.52144
986	7997.619683
987	7996.063353
988	7993.571581
989	7990.752355
990	7987.584139
991	7986.650516
992	7984.248615
993	7978.667544
994	7975.839654
995	7970.990113
996	7963.96695
997	7963.555454
998	7960.363782
999	7956.405118
